Time (Red),ABV (Red),Time (Yellow),ABV (Yellow),Time (Green),ABV (Green),,
1/28/24 23:06,3.80625,1/28/24 23:06,3.81,1/29/24 12:08,4.33,,
1/28/24 23:23,3.80625,1/28/24 23:23,3.94,1/29/24 12:19,4.20,,
1/28/24 23:39,3.80625,1/28/24 23:39,3.81,1/29/24 12:24,4.33,,
1/28/24 23:45,3.80625,1/28/24 23:45,3.94,1/29/24 12:30,4.20,,
1/28/24 23:56,3.80625,1/28/24 23:56,3.81,1/29/24 12:46,4.20,,
1/29/24 0:01,3.80625,1/29/24 0:01,3.94,1/29/24 13:03,4.20,,
1/29/24 0:13,3.80625,1/29/24 0:13,3.81,1/29/24 13:20,4.33,,
1/29/24 0:18,3.9375,1/29/24 0:18,3.94,1/29/24 13:25,4.20,,
1/29/24 0:29,3.80625,1/29/24 0:29,3.81,1/29/24 13:31,4.33,,
1/29/24 0:46,3.80625,1/29/24 0:46,3.94,1/29/24 13:42,4.20,,
1/29/24 0:52,3.80625,1/29/24 0:52,4.07,1/29/24 13:53,4.33,,
1/29/24 1:08,3.80625,1/29/24 1:08,4.07,1/29/24 14:10,4.33,,
1/29/24 1:14,3.80625,1/29/24 1:14,4.07,1/29/24 14:26,4.33,,
1/29/24 1:31,3.80625,1/29/24 1:31,4.07,1/29/24 14:32,4.20,,
1/29/24 1:47,3.80625,1/29/24 1:47,4.07,1/29/24 14:43,4.33,,
1/29/24 2:04,3.80625,1/29/24 2:04,4.07,1/29/24 14:59,4.20,,
1/29/24 2:21,3.80625,1/29/24 2:21,4.07,1/29/24 15:16,4.33,,
1/29/24 2:37,3.80625,1/29/24 2:37,4.07,1/29/24 15:22,4.20,,
1/29/24 2:54,3.80625,1/29/24 2:54,4.07,1/29/24 15:27,4.33,,
1/29/24 3:11,3.80625,1/29/24 3:11,4.07,1/29/24 15:44,4.33,,
1/29/24 3:28,3.9375,1/29/24 3:28,4.07,1/29/24 16:01,4.33,,
1/29/24 3:44,3.80625,1/29/24 3:44,4.07,1/29/24 16:17,4.33,,
1/29/24 4:01,3.80625,1/29/24 4:01,4.07,1/29/24 16:28,4.20,,
1/29/24 4:18,3.80625,1/29/24 4:18,4.07,1/29/24 16:39,4.33,,
1/29/24 4:34,3.80625,1/29/24 4:34,4.07,1/29/24 16:56,4.33,,
1/29/24 4:51,3.80625,1/29/24 4:51,4.07,1/29/24 17:07,4.33,,
1/29/24 5:08,3.9375,1/29/24 5:08,4.07,1/29/24 17:13,4.20,,
1/29/24 5:24,3.80625,1/29/24 5:24,4.07,1/29/24 17:18,4.33,,
1/29/24 5:41,3.9375,1/29/24 5:41,4.07,1/29/24 17:24,4.20,,
1/29/24 5:47,3.80625,1/29/24 5:47,3.94,1/29/24 17:29,4.33,,
1/29/24 6:03,3.80625,1/29/24 6:03,3.94,1/29/24 17:35,4.33,,
1/29/24 6:09,3.80625,1/29/24 6:09,4.07,1/29/24 17:46,4.33,,
1/29/24 6:14,3.80625,1/29/24 6:14,3.94,1/29/24 18:02,4.33,,
1/29/24 6:31,3.80625,1/29/24 6:31,3.94,1/29/24 18:08,4.33,,
1/29/24 6:48,3.80625,1/29/24 6:48,3.94,1/29/24 18:14,4.33,,
1/29/24 7:05,3.9375,1/29/24 7:05,3.94,1/29/24 18:30,4.33,,
1/29/24 7:21,3.80625,1/29/24 7:21,3.81,1/29/24 18:47,4.33,,
1/29/24 7:33,3.80625,1/29/24 7:33,3.94,1/29/24 19:03,4.33,,
1/29/24 7:44,3.80625,1/29/24 7:44,3.94,1/29/24 19:20,4.33,,
1/29/24 7:50,3.9375,1/29/24 7:50,4.07,1/29/24 19:26,4.33,,
1/29/24 8:01,3.80625,1/29/24 8:01,3.94,1/29/24 19:31,4.33,,
1/29/24 8:06,3.9375,1/29/24 8:06,4.07,1/29/24 19:48,4.33,,
1/29/24 8:12,3.80625,1/29/24 8:12,3.94,1/29/24 20:04,4.33,,
1/29/24 8:28,3.9375,1/29/24 8:28,3.94,1/29/24 20:21,4.33,,
1/29/24 8:45,3.80625,1/29/24 8:45,3.94,1/29/24 20:38,4.33,,
1/29/24 8:56,3.9375,1/29/24 8:56,4.07,1/29/24 20:54,4.33,,
1/29/24 9:02,3.80625,1/29/24 9:02,3.94,1/29/24 21:11,4.33,,
1/29/24 9:13,3.9375,1/29/24 9:13,3.94,1/29/24 21:27,4.33,,
1/29/24 9:29,3.80625,1/29/24 9:29,3.94,1/29/24 21:44,4.33,,
1/29/24 9:46,3.80625,1/29/24 9:46,3.94,1/29/24 22:00,4.33,,
1/29/24 10:03,3.9375,1/29/24 10:03,3.94,1/29/24 22:17,4.33,,
1/29/24 10:09,3.80625,1/29/24 10:09,3.81,1/29/24 22:34,4.33,,
1/29/24 10:15,3.80625,1/29/24 10:15,3.94,1/29/24 22:50,4.33,,
1/29/24 10:31,3.80625,1/29/24 10:31,4.20,1/29/24 22:56,4.33,,
1/29/24 10:48,3.80625,1/29/24 10:48,4.20,1/29/24 23:01,4.33,,
1/29/24 10:54,3.9375,1/29/24 10:54,3.94,1/29/24 23:18,4.33,,
1/29/24 10:59,3.80625,1/29/24 10:59,3.81,1/29/24 23:34,4.33,,
1/29/24 11:05,3.9375,1/29/24 11:05,3.94,1/29/24 23:40,4.20,,
1/29/24 11:10,3.9375,1/29/24 11:10,4.07,1/29/24 23:51,4.33,,
1/29/24 11:22,3.9375,1/29/24 11:22,4.20,1/30/24 0:07,4.33,,
1/29/24 11:27,3.9375,1/29/24 11:27,4.07,1/30/24 0:24,4.20,,
1/29/24 11:33,3.80625,1/29/24 11:33,3.94,1/30/24 0:30,4.33,,
1/29/24 11:50,3.80625,1/29/24 11:50,3.94,1/30/24 0:46,4.20,,
1/29/24 12:07,3.9375,1/29/24 12:07,3.94,1/30/24 1:03,4.20,,
1/29/24 12:13,3.80625,1/29/24 12:13,4.07,1/30/24 1:08,4.33,,
1/29/24 12:19,3.9375,1/29/24 12:19,4.20,1/30/24 1:14,4.20,,
1/29/24 12:25,3.80625,1/29/24 12:25,4.07,1/30/24 1:30,4.33,,
1/29/24 12:31,3.9375,1/29/24 12:31,3.94,1/30/24 1:36,4.20,,
1/29/24 12:37,3.80625,1/29/24 12:37,4.07,1/30/24 1:53,4.33,,
1/29/24 12:42,3.9375,1/29/24 12:42,3.94,1/30/24 1:58,4.20,,
1/29/24 13:00,3.80625,1/29/24 13:00,3.94,1/30/24 2:15,4.20,,
1/29/24 13:17,3.9375,1/29/24 13:17,3.94,1/30/24 2:20,4.33,,
1/29/24 13:28,3.9375,1/29/24 13:28,4.07,1/30/24 2:26,4.20,,
1/29/24 13:34,3.80625,1/29/24 13:34,3.94,1/30/24 2:37,4.33,,
1/29/24 13:40,3.80625,1/29/24 13:40,4.20,1/30/24 2:48,4.20,,
1/29/24 13:56,3.9375,1/29/24 13:56,4.07,1/30/24 2:59,4.33,,
1/29/24 14:02,3.9375,1/29/24 14:02,3.94,1/30/24 3:10,4.20,,
1/29/24 14:07,3.80625,1/29/24 14:07,4.20,1/30/24 3:15,4.33,,
1/29/24 14:13,3.9375,1/29/24 14:13,4.07,1/30/24 3:32,4.20,,
1/29/24 14:30,3.80625,1/29/24 14:30,3.94,1/30/24 3:37,4.33,,
1/29/24 14:41,3.9375,1/29/24 14:41,3.81,1/30/24 3:48,4.20,,
1/29/24 14:47,3.80625,1/29/24 14:47,3.94,1/30/24 3:54,4.33,,
1/29/24 14:53,3.9375,1/29/24 14:53,3.81,1/30/24 4:05,4.20,,
1/29/24 15:04,3.80625,1/29/24 15:04,3.94,1/30/24 4:10,4.33,,
1/29/24 15:22,3.9375,1/29/24 15:22,3.81,1/30/24 4:27,4.33,,
1/29/24 15:27,3.80625,1/29/24 15:27,3.94,1/30/24 4:44,4.33,,
1/29/24 15:33,3.9375,1/29/24 15:33,4.07,1/30/24 5:00,4.33,,
1/29/24 15:39,3.80625,1/29/24 15:39,3.94,1/30/24 5:17,4.33,,
1/29/24 15:56,3.9375,1/29/24 15:56,3.81,1/30/24 5:28,4.33,,
1/29/24 16:07,3.80625,1/29/24 16:07,3.94,1/30/24 5:34,4.33,,
1/29/24 16:13,3.9375,1/29/24 16:13,3.81,1/30/24 5:50,4.33,,
1/29/24 16:25,3.9375,1/29/24 16:25,3.94,1/30/24 6:07,4.33,,
1/29/24 16:43,3.9375,1/29/24 16:43,3.94,1/30/24 6:23,4.33,,
1/29/24 17:00,3.9375,1/29/24 17:00,3.94,1/30/24 6:40,4.33,,
1/29/24 17:18,3.80625,1/29/24 17:18,4.07,1/30/24 6:56,4.33,,
1/29/24 17:23,3.9375,1/29/24 17:23,4.20,1/30/24 7:13,4.33,,
1/29/24 17:29,3.9375,1/29/24 17:29,4.07,1/30/24 7:30,4.33,,
1/29/24 17:40,3.9375,1/29/24 17:40,3.94,1/30/24 7:46,4.33,,
1/29/24 17:57,3.80625,1/29/24 17:57,4.07,1/30/24 8:03,4.33,,
1/29/24 18:14,3.9375,1/29/24 18:14,4.07,1/30/24 8:19,4.33,,
1/29/24 18:31,3.9375,1/29/24 18:31,4.07,1/30/24 8:30,4.33,,
1/29/24 18:36,3.9375,1/29/24 18:36,3.94,1/30/24 8:47,4.33,,
1/29/24 18:53,3.80625,1/29/24 18:53,3.94,1/30/24 9:04,4.33,,
1/29/24 19:10,3.9375,1/29/24 19:10,3.94,1/30/24 9:20,4.33,,
1/29/24 19:15,3.9375,1/29/24 19:15,4.07,1/30/24 9:37,4.33,,
1/29/24 19:32,3.9375,1/29/24 19:32,4.07,1/30/24 9:53,4.33,,
1/29/24 19:49,3.9375,1/29/24 19:49,4.07,1/30/24 10:10,4.33,,
1/29/24 20:06,3.9375,1/29/24 20:06,3.94,1/30/24 10:16,4.33,,
1/29/24 20:22,3.9375,1/29/24 20:22,3.94,1/30/24 10:21,4.33,,
1/29/24 20:39,3.9375,1/29/24 20:39,4.07,1/30/24 10:32,4.33,,
1/29/24 20:56,3.9375,1/29/24 20:56,4.07,1/30/24 10:49,4.33,,
1/29/24 21:02,3.9375,1/29/24 21:02,3.94,1/30/24 11:05,4.33,,
1/29/24 21:07,3.9375,1/29/24 21:07,4.07,1/30/24 11:22,4.33,,
1/29/24 21:13,3.9375,1/29/24 21:13,3.94,1/30/24 11:39,4.33,,
1/29/24 21:18,3.9375,1/29/24 21:18,4.07,1/30/24 11:44,4.33,,
1/29/24 21:24,3.9375,1/29/24 21:24,3.94,1/30/24 12:01,4.33,,
1/29/24 21:40,3.9375,1/29/24 21:40,3.94,1/30/24 12:17,4.33,,
1/29/24 21:46,3.9375,1/29/24 21:46,4.07,1/30/24 12:34,4.33,,
1/29/24 21:57,3.9375,1/29/24 21:57,3.94,1/30/24 12:51,4.33,,
1/29/24 22:03,3.9375,1/29/24 22:03,4.07,1/30/24 13:07,4.33,,
1/29/24 22:14,,1/29/24 22:14,3.94,1/30/24 13:24,4.33,,
1/29/24 22:31,,1/29/24 22:31,3.94,1/30/24 13:41,4.33,,
1/29/24 22:42,,1/29/24 22:42,4.07,1/30/24 13:57,4.33,,
1/29/24 22:47,,1/29/24 22:47,3.94,1/30/24 14:14,4.33,,
1/29/24 22:53,,1/29/24 22:53,4.07,1/30/24 14:30,4.33,,
1/29/24 23:10,,1/29/24 23:10,3.94,1/30/24 14:47,4.33,,
1/29/24 23:15,,1/29/24 23:15,4.07,1/30/24 15:04,4.33,,
1/29/24 23:32,,1/29/24 23:32,4.07,1/30/24 15:20,4.33,,
1/29/24 23:38,,1/29/24 23:38,3.94,1/30/24 15:37,4.33,,
1/29/24 23:54,,1/29/24 23:54,3.94,1/30/24 15:54,4.33,,
1/30/24 0:06,,1/30/24 0:06,4.07,1/30/24 16:11,4.46,,
1/30/24 0:11,,1/30/24 0:11,3.94,1/30/24 16:16,4.33,,
1/30/24 0:22,,1/30/24 0:22,4.07,1/30/24 16:33,4.33,,
1/30/24 0:28,,1/30/24 0:28,3.94,1/30/24 16:49,4.33,,
1/30/24 0:45,,1/30/24 0:45,4.07,1/30/24 16:55,4.46,,
1/30/24 0:50,,1/30/24 0:50,3.94,1/30/24 17:06,4.33,,
1/30/24 0:56,,1/30/24 0:56,4.07,1/30/24 17:23,4.33,,
1/30/24 1:02,,1/30/24 1:02,3.94,1/30/24 17:39,4.33,,
1/30/24 1:13,,1/30/24 1:13,4.07,1/30/24 17:56,4.33,,
1/30/24 1:18,,1/30/24 1:18,3.94,1/30/24 18:13,4.33,,
1/30/24 1:35,,1/30/24 1:35,3.94,1/30/24 18:24,4.46,,
1/30/24 1:52,,1/30/24 1:52,4.07,1/30/24 18:29,4.33,,
1/30/24 2:03,,1/30/24 2:03,3.94,1/30/24 18:35,4.46,,
1/30/24 2:08,,1/30/24 2:08,4.07,1/30/24 18:51,4.46,,
1/30/24 2:25,,1/30/24 2:25,4.07,1/30/24 18:57,4.33,,
1/30/24 2:42,,1/30/24 2:42,3.94,1/30/24 19:14,4.33,,
1/30/24 2:47,,1/30/24 2:47,4.07,1/30/24 19:30,4.46,,
1/30/24 3:04,,1/30/24 3:04,3.94,1/30/24 19:36,4.33,,
1/30/24 3:10,,1/30/24 3:10,4.07,1/30/24 19:52,4.46,,
1/30/24 3:16,,1/30/24 3:16,3.94,1/30/24 19:58,4.33,,
1/30/24 3:21,,1/30/24 3:21,4.07,1/30/24 20:14,4.33,,
1/30/24 3:27,,1/30/24 3:27,4.20,1/30/24 20:31,4.33,,
1/30/24 3:38,,1/30/24 3:38,4.33,1/30/24 20:48,4.33,,
1/30/24 3:44,,1/30/24 3:44,4.20,1/30/24 21:04,4.33,,
1/30/24 4:01,,1/30/24 4:01,4.20,1/30/24 21:21,4.46,,
1/30/24 4:17,,1/30/24 4:17,4.07,1/30/24 21:26,4.33,,
1/30/24 4:23,,1/30/24 4:23,4.20,1/30/24 21:43,4.33,,
1/30/24 4:40,,1/30/24 4:40,4.20,1/30/24 22:00,4.33,,
1/30/24 4:57,,1/30/24 4:57,4.20,1/30/24 22:05,4.46,,
1/30/24 5:14,,1/30/24 5:14,4.20,1/30/24 22:11,4.33,,
1/30/24 5:31,,1/30/24 5:31,4.20,1/30/24 22:27,4.33,,
1/30/24 5:43,,1/30/24 5:43,4.07,1/30/24 22:44,4.33,,
1/30/24 5:59,,1/30/24 5:59,4.20,1/30/24 23:00,4.33,,
1/30/24 6:05,,1/30/24 6:05,4.07,1/30/24 23:17,4.33,,
1/30/24 6:11,,1/30/24 6:11,4.20,1/30/24 23:34,4.33,,
1/30/24 6:17,,1/30/24 6:17,4.07,1/30/24 23:50,4.33,,
1/30/24 6:22,,1/30/24 6:22,4.20,1/31/24 0:07,4.33,,
1/30/24 6:34,,1/30/24 6:34,4.07,1/31/24 0:23,4.33,,
1/30/24 6:39,,1/30/24 6:39,4.20,1/31/24 0:40,4.33,,
1/30/24 6:45,,1/30/24 6:45,4.07,1/31/24 0:57,4.33,,
1/30/24 6:50,,1/30/24 6:50,4.20,1/31/24 1:13,4.33,,
1/30/24 7:07,,1/30/24 7:07,4.07,1/31/24 1:30,4.33,,
1/30/24 7:24,,1/30/24 7:24,4.07,1/31/24 1:35,4.33,,
1/30/24 7:35,,1/30/24 7:35,4.20,1/31/24 1:52,4.33,,
1/30/24 7:41,,1/30/24 7:41,4.07,1/31/24 2:03,4.46,,
1/30/24 7:46,,1/30/24 7:46,3.94,1/31/24 2:09,4.33,,
1/30/24 7:52,,1/30/24 7:52,4.07,1/31/24 2:14,4.46,,
1/30/24 7:58,,1/30/24 7:58,4.07,1/31/24 2:20,4.33,,
1/30/24 8:15,,1/30/24 8:15,4.07,1/31/24 2:36,4.33,,
1/30/24 8:32,,1/30/24 8:32,4.07,1/31/24 2:53,4.33,,
1/30/24 8:48,,1/30/24 8:48,3.94,1/31/24 3:10,4.33,,
1/30/24 8:54,,1/30/24 8:54,4.07,1/31/24 3:26,4.33,,
1/30/24 9:11,,1/30/24 9:11,4.07,1/31/24 3:43,4.33,,
1/30/24 9:16,,1/30/24 9:16,4.20,1/31/24 3:59,4.33,,
1/30/24 9:33,,1/30/24 9:33,4.20,1/31/24 4:16,4.33,,
1/30/24 9:39,,1/30/24 9:39,4.20,1/31/24 4:32,4.33,,
1/30/24 9:50,,1/30/24 9:50,4.07,1/31/24 4:49,4.33,,
1/30/24 9:56,,1/30/24 9:56,3.94,1/31/24 5:06,4.33,,
1/30/24 10:01,,1/30/24 10:01,4.07,1/31/24 5:22,4.33,,
1/30/24 10:18,,1/30/24 10:18,4.07,1/31/24 5:39,4.33,,
1/30/24 10:24,,1/30/24 10:24,3.94,1/31/24 5:55,4.33,,
1/30/24 10:35,,1/30/24 10:35,4.20,1/31/24 6:12,4.33,,
1/30/24 10:41,,1/30/24 10:41,4.07,1/31/24 6:29,4.33,,
1/30/24 10:58,,1/30/24 10:58,4.07,1/31/24 6:45,4.33,,
1/30/24 11:16,,1/30/24 11:16,4.07,1/31/24 7:02,4.33,,
1/30/24 11:33,,1/30/24 11:33,3.94,1/31/24 7:18,4.33,,
1/30/24 11:39,,1/30/24 11:39,4.07,1/31/24 7:35,4.33,,
1/30/24 11:56,,1/30/24 11:56,4.20,1/31/24 7:51,4.33,,
1/30/24 12:02,,1/30/24 12:02,4.07,1/31/24 7:57,4.46,,
1/30/24 12:19,,1/30/24 12:19,4.07,1/31/24 8:14,4.46,,
1/30/24 12:25,,1/30/24 12:25,4.20,1/31/24 8:30,4.46,,
1/30/24 12:42,,1/30/24 12:42,4.20,1/31/24 8:47,4.46,,
1/30/24 12:59,,1/30/24 12:59,4.20,1/31/24 8:52,4.46,,
1/30/24 13:16,,1/30/24 13:16,4.07,1/31/24 9:09,4.33,,
1/30/24 13:33,,1/30/24 13:33,4.07,1/31/24 9:20,4.46,,
1/30/24 13:50,,1/30/24 13:50,4.07,1/31/24 9:36,4.33,,
1/30/24 13:56,,1/30/24 13:56,4.20,1/31/24 9:42,4.46,,
1/30/24 14:02,,1/30/24 14:02,4.07,1/31/24 9:48,4.33,,
1/30/24 14:08,,1/30/24 14:08,4.20,1/31/24 9:53,4.46,,
1/30/24 14:14,,1/30/24 14:14,4.07,1/31/24 10:10,4.46,,
1/30/24 14:32,,1/30/24 14:32,4.07,1/31/24 10:26,4.46,,
1/30/24 14:49,,1/30/24 14:49,4.07,1/31/24 10:43,4.46,,
1/30/24 15:06,,1/30/24 15:06,4.07,1/31/24 10:59,4.46,,
1/30/24 15:24,,1/30/24 15:24,4.07,1/31/24 11:16,4.46,,
1/30/24 15:41,,1/30/24 15:41,4.20,1/31/24 11:33,4.46,,
1/30/24 15:47,,1/30/24 15:47,4.33,1/31/24 11:50,4.46,,
1/30/24 15:53,,1/30/24 15:53,4.07,1/31/24 12:01,4.46,,
1/30/24 15:58,,1/30/24 15:58,4.20,1/31/24 12:12,4.46,,
1/30/24 16:04,,1/30/24 16:04,4.07,1/31/24 12:23,4.46,,
1/30/24 16:21,,1/30/24 16:21,4.07,1/31/24 12:34,4.46,,
1/30/24 16:27,,1/30/24 16:27,4.20,1/31/24 12:39,4.46,,
1/30/24 16:32,,1/30/24 16:32,4.07,1/31/24 12:56,4.46,,
1/30/24 16:50,,1/30/24 16:50,4.07,1/31/24 13:13,4.46,,
1/30/24 16:56,,1/30/24 16:56,4.20,,,,
1/30/24 17:02,,1/30/24 17:02,4.07,,,,
1/30/24 17:13,,1/30/24 17:13,3.94,,,,
1/30/24 17:19,,1/30/24 17:19,4.07,,,,
1/30/24 17:36,,1/30/24 17:36,4.20,,,,
1/30/24 17:53,,1/30/24 17:53,4.20,,,,
1/30/24 18:05,,1/30/24 18:05,4.07,,,,
1/30/24 18:23,,1/30/24 18:23,4.07,,,,
1/30/24 18:34,,1/30/24 18:34,4.20,,,,
1/30/24 18:45,,1/30/24 18:45,4.07,,,,
1/30/24 19:03,,1/30/24 19:03,4.07,,,,
1/30/24 19:14,,1/30/24 19:14,4.20,,,,
1/30/24 19:20,,1/30/24 19:20,4.07,,,,
1/30/24 19:37,,1/30/24 19:37,4.20,,,,
1/30/24 19:43,,1/30/24 19:43,4.07,,,,
1/30/24 20:01,,1/30/24 20:01,4.07,,,,
1/30/24 20:12,,1/30/24 20:12,4.20,,,,
1/30/24 20:28,,1/30/24 20:28,4.20,,,,
1/30/24 20:34,,1/30/24 20:34,4.07,,,,
1/30/24 20:40,,1/30/24 20:40,4.20,,,,
1/30/24 20:51,,1/30/24 20:51,4.07,,,,
1/30/24 21:08,,1/30/24 21:08,4.07,,,,
1/30/24 21:25,,1/30/24 21:25,4.20,,,,
1/30/24 21:31,,1/30/24 21:31,4.07,,,,
1/30/24 21:42,,1/30/24 21:42,4.20,,,,
1/30/24 21:59,,1/30/24 21:59,4.33,,,,
1/30/24 22:05,,1/30/24 22:05,4.07,,,,
1/30/24 22:22,,1/30/24 22:22,4.07,,,,
1/30/24 22:28,,1/30/24 22:28,4.20,,,,
1/30/24 22:39,,1/30/24 22:39,4.07,,,,
1/30/24 22:56,,1/30/24 22:56,4.07,,,,
1/30/24 23:13,,1/30/24 23:13,4.07,,,,
1/30/24 23:31,,1/30/24 23:31,4.07,,,,
1/30/24 23:48,,1/30/24 23:48,4.07,,,,
1/30/24 23:59,,1/30/24 23:59,4.20,,,,
1/31/24 0:16,,1/31/24 0:16,4.20,,,,
1/31/24 0:33,,1/31/24 0:33,4.20,,,,
1/31/24 0:50,,1/31/24 0:50,4.20,,,,
1/31/24 1:07,,1/31/24 1:07,4.20,,,,
1/31/24 1:24,,1/31/24 1:24,4.20,,,,
1/31/24 1:42,,1/31/24 1:42,4.20,,,,
1/31/24 1:59,,1/31/24 1:59,4.20,,,,
1/31/24 2:16,,1/31/24 2:16,4.20,,,,
1/31/24 2:33,,1/31/24 2:33,4.20,,,,
1/31/24 2:45,,1/31/24 2:45,4.20,,,,
1/31/24 3:01,,1/31/24 3:01,4.20,,,,
1/31/24 3:18,,1/31/24 3:18,4.20,,,,
1/31/24 3:35,,1/31/24 3:35,4.07,,,,
1/31/24 3:53,,1/31/24 3:53,4.07,,,,
1/31/24 4:10,,1/31/24 4:10,4.20,,,,
1/31/24 4:16,,1/31/24 4:16,4.07,,,,
1/31/24 4:21,,1/31/24 4:21,4.20,,,,
1/31/24 4:40,,1/31/24 4:40,4.20,,,,
1/31/24 4:56,,1/31/24 4:56,4.20,,,,
1/31/24 5:13,,1/31/24 5:13,4.07,,,,
1/31/24 5:19,,1/31/24 5:19,4.20,,,,
1/31/24 5:25,,1/31/24 5:25,4.07,,,,
1/31/24 5:30,,1/31/24 5:30,4.20,,,,
1/31/24 5:47,,1/31/24 5:47,4.20,,,,
1/31/24 6:04,,1/31/24 6:04,4.20,,,,
1/31/24 6:10,,1/31/24 6:10,4.07,,,,
1/31/24 6:15,,1/31/24 6:15,4.20,,,,
1/31/24 6:33,,1/31/24 6:33,4.20,,,,
1/31/24 6:50,,1/31/24 6:50,4.20,,,,
1/31/24 7:07,,1/31/24 7:07,4.20,,,,
1/31/24 7:24,,1/31/24 7:24,4.20,,,,
1/31/24 7:41,,1/31/24 7:41,4.20,,,,
1/31/24 7:52,,1/31/24 7:52,4.07,,,,
1/31/24 8:04,,1/31/24 8:04,4.20,,,,
1/31/24 8:21,,1/31/24 8:21,4.20,,,,
1/31/24 8:27,,1/31/24 8:27,4.07,,,,
1/31/24 8:43,,1/31/24 8:43,4.07,,,,
1/31/24 9:01,,1/31/24 9:01,4.07,,,,
1/31/24 9:12,,1/31/24 9:12,4.20,,,,
1/31/24 9:29,,1/31/24 9:29,4.20,,,,
1/31/24 9:34,,1/31/24 9:34,4.07,,,,
1/31/24 9:46,,1/31/24 9:46,3.94,,,,
1/31/24 9:51,,1/31/24 9:51,4.07,,,,
1/31/24 10:09,,1/31/24 10:09,4.07,,,,
1/31/24 10:26,,1/31/24 10:26,4.20,,,,
1/31/24 10:43,,1/31/24 10:43,4.20,,,,
1/31/24 10:49,,1/31/24 10:49,4.07,,,,
1/31/24 11:06,,1/31/24 11:06,4.07,,,,
1/31/24 11:11,,1/31/24 11:11,4.20,,,,
1/31/24 11:17,,1/31/24 11:17,4.07,,,,
1/31/24 11:23,,1/31/24 11:23,3.94,,,,
1/31/24 11:29,,1/31/24 11:29,4.07,,,,
1/31/24 11:46,,1/31/24 11:46,4.07,,,,
1/31/24 12:05,,1/31/24 12:05,3.94,,,,
1/31/24 12:11,,1/31/24 12:11,4.20,,,,
1/31/24 12:17,,1/31/24 12:17,4.07,,,,
1/31/24 12:34,,1/31/24 12:34,4.07,,,,
1/31/24 12:51,,1/31/24 12:51,4.20,,,,
1/31/24 13:03,,1/31/24 13:03,4.33,,,,