Time,36.97c,24.52c,0c,Time2,12.27c,4.09c,16.36c
78,3.4125,3.80625,4.4625,79,3.9375,2.625,4.4625
78,3.4125,3.80625,4.33125,79,3.9375,2.75625,4.4625
78,3.4125,3.80625,4.4625,80,3.9375,2.625,4.4625
79,3.4125,3.80625,4.33125,80,3.9375,2.49375,4.4625
79,3.54375,3.80625,4.4625,80,3.9375,2.3625,4.4625
79,3.4125,3.9375,4.4625,80,3.9375,2.625,4.4625
79,3.4125,3.80625,4.33125,81,3.9375,2.75625,4.4625
79,3.54375,3.80625,4.4625,81,3.9375,3.28125,4.33125
80,3.54375,3.80625,4.4625,81,3.9375,2.75625,4.4625
80,3.54375,3.80625,4.4625,81,3.9375,2.3625,4.4625
80,3.54375,3.80625,4.33125,82,3.9375,2.23125,4.4625
80,3.54375,3.80625,4.4625,82,3.9375,2.3625,4.4625
81,3.54375,3.80625,4.33125,82,3.9375,2.23125,4.4625
81,3.54375,3.80625,4.4625,83,3.9375,2.3625,4.4625
81,3.54375,3.80625,4.4625,83,3.9375,2.49375,4.4625
82,3.54375,3.80625,4.4625,83,3.9375,2.625,4.4625
82,3.54375,3.80625,4.4625,83,3.9375,2.49375,4.4625
82,3.54375,3.9375,4.4625,84,3.9375,2.49375,4.4625
82,3.54375,3.80625,4.4625,84,3.9375,2.625,4.4625
83,3.54375,3.80625,4.4625,84,3.9375,2.49375,4.4625
83,3.54375,3.80625,4.4625,85,3.9375,2.625,4.4625
83,3.54375,3.80625,4.33125,85,3.9375,2.49375,4.4625
84,3.54375,3.80625,4.4625,85,3.9375,2.49375,4.4625
84,3.54375,3.80625,4.4625,85,3.9375,2.75625,4.4625
84,3.54375,3.80625,4.4625,86,3.9375,2.49375,4.4625
84,3.54375,3.9375,4.4625,86,3.9375,2.625,4.4625
84,3.54375,3.80625,4.33125,86,3.9375,2.49375,4.4625
85,3.54375,3.9375,4.4625,86,3.9375,2.625,4.4625
85,3.54375,3.80625,4.4625,87,3.9375,2.8875,4.4625
85,3.54375,3.9375,4.33125,87,3.9375,2.75625,4.4625
85,3.54375,3.80625,4.4625,87,3.9375,2.625,4.4625
85,3.54375,3.80625,4.4625,87,3.9375,2.75625,4.4625
86,3.54375,3.9375,4.4625,88,3.9375,3.01875,4.4625
86,3.54375,3.80625,4.4625,88,3.9375,2.625,4.4625
86,3.54375,3.80625,4.4625,88,3.9375,2.8875,4.4625
87,3.54375,3.80625,4.4625,88,3.9375,2.625,4.4625
87,3.54375,3.9375,4.4625,89,3.9375,2.8875,4.4625
87,3.54375,3.80625,4.4625,89,3.9375,3.01875,4.4625
87,3.54375,3.9375,4.4625,89,3.9375,3.01875,4.4625
88,3.54375,3.80625,4.4625,89,3.9375,2.75625,4.4625
88,3.54375,3.9375,4.4625,90,3.9375,2.8875,4.4625
88,3.54375,3.80625,4.4625,90,3.9375,2.8875,4.4625
89,3.54375,3.80625,4.4625,90,3.9375,3.01875,4.4625
89,3.54375,3.80625,4.4625,91,3.9375,3.15,4.4625
89,3.54375,3.9375,4.4625,91,3.9375,3.01875,4.4625
89,3.54375,3.80625,4.4625,91,3.9375,2.8875,4.4625
90,3.54375,3.9375,4.4625,91,3.9375,3.01875,4.4625
90,3.54375,3.80625,4.4625,92,3.9375,3.01875,4.4625
90,3.54375,3.80625,4.33125,92,3.9375,3.15,4.4625
90,3.675,3.80625,4.4625,92,3.9375,2.8875,4.4625
90,3.54375,3.9375,4.33125,92,3.9375,3.01875,4.4625
91,3.54375,3.80625,4.4625,93,3.9375,3.15,4.4625
91,3.675,3.9375,4.33125,93,3.9375,3.28125,4.4625
91,3.54375,3.80625,4.33125,93,3.9375,3.01875,4.4625
91,3.675,3.9375,4.4625,93,3.9375,3.28125,4.4625
91,3.54375,3.80625,4.33125,94,3.9375,3.15,4.4625
91,3.675,3.9375,4.33125,94,3.9375,3.28125,4.4625
91,3.54375,3.80625,4.33125,94,3.9375,3.4125,4.59375
92,3.54375,3.9375,4.4625,95,3.9375,3.28125,4.4625
92,3.675,3.9375,4.33125,95,3.9375,3.4125,4.4625
92,3.54375,3.80625,4.4625,95,3.9375,3.28125,4.59375
92,3.675,3.9375,4.33125,95,3.9375,3.4125,4.4625
92,3.54375,3.80625,4.4625,96,3.9375,3.4125,4.4625
93,3.675,3.9375,4.33125,96,3.9375,3.54375,4.4625
93,3.675,3.80625,4.4625,96,3.9375,3.54375,4.59375
93,3.54375,3.9375,4.4625,97,3.9375,3.54375,4.4625
93,3.675,3.80625,4.33125,97,3.9375,3.675,4.4625
93,3.54375,3.9375,4.4625,97,3.9375,3.675,4.4625
93,3.675,3.9375,4.33125,97,3.9375,3.80625,4.4625
94,3.675,3.9375,4.4625,98,3.9375,3.675,4.4625
94,3.675,3.9375,4.4625,98,4.06875,3.675,4.4625
94,3.675,3.9375,4.33125,98,3.9375,3.80625,4.59375
94,3.675,3.9375,4.4625,98,3.9375,3.80625,4.4625
95,3.675,3.80625,4.4625,99,3.9375,3.9375,4.59375
95,3.675,3.9375,4.4625,99,3.9375,3.80625,4.4625
95,3.675,3.9375,4.4625,99,3.9375,3.9375,4.4625
95,3.675,3.9375,4.4625,99,3.9375,3.9375,4.4625
96,3.675,3.9375,4.4625,99,3.9375,3.9375,4.4625
96,3.675,3.80625,4.4625,100,3.9375,4.06875,4.4625
96,3.675,3.9375,4.4625,100,3.9375,4.06875,4.4625
96,3.675,3.9375,4.4625,100,3.9375,4.06875,4.4625
97,3.54375,3.80625,4.4625,100,3.9375,4.06875,4.4625
97,3.675,3.9375,4.4625,101,3.9375,3.9375,4.4625
97,3.675,3.9375,4.4625,101,3.9375,4.06875,4.59375
97,3.675,3.80625,4.4625,101,3.9375,4.06875,4.4625
97,3.54375,3.9375,4.4625,102,3.9375,4.2,4.4625
97,3.675,3.9375,4.4625,102,4.06875,4.06875,4.4625
98,3.675,3.9375,4.4625,102,3.9375,4.2,4.4625
98,3.675,3.9375,4.4625,102,4.06875,4.06875,4.4625
98,3.675,3.9375,4.4625,102,3.9375,4.2,4.4625
99,3.675,3.80625,4.4625,102,4.06875,4.2,4.59375
99,3.675,3.9375,4.4625,102,3.9375,4.2,4.4625
99,3.675,3.9375,4.4625,103,4.06875,4.2,4.4625
99,3.675,3.9375,4.4625,103,3.9375,4.2,4.4625
100,3.675,3.9375,4.4625,103,4.06875,4.2,4.59375
100,3.675,3.80625,4.4625,103,3.9375,4.33125,4.4625
100,3.675,3.9375,4.4625,104,3.9375,4.2,4.4625
101,3.675,3.9375,4.4625,104,3.9375,4.33125,4.59375
101,3.675,3.9375,4.4625,104,4.06875,4.33125,4.4625
101,3.675,3.80625,4.4625,104,3.9375,4.33125,4.59375
101,3.675,3.9375,4.4625,104,4.06875,4.33125,4.4625
102,3.675,3.80625,4.4625,104,3.9375,4.33125,4.4625
102,3.675,3.9375,4.4625,105,3.9375,4.33125,4.4625
102,3.675,3.80625,4.4625,105,4.06875,4.33125,4.59375
102,3.675,3.9375,4.4625,105,3.9375,4.33125,4.4625
103,3.675,3.9375,4.4625,105,4.06875,4.33125,4.4625
103,3.675,3.9375,4.4625,105,3.9375,4.33125,4.4625
103,3.675,3.80625,4.4625,105,3.9375,4.4625,4.4625
104,3.675,3.9375,4.4625,105,3.9375,4.33125,4.59375
104,3.675,3.9375,4.4625,106,4.06875,4.4625,4.4625
104,3.675,3.9375,4.4625,106,3.9375,4.4625,4.59375
104,3.675,3.9375,4.4625,106,4.06875,4.4625,4.4625
105,3.675,3.9375,4.4625,106,3.9375,4.4625,4.59375
105,3.675,3.9375,4.4625,106,4.06875,4.4625,4.4625
105,3.675,3.9375,4.4625,106,3.9375,4.4625,4.59375
106,3.675,3.80625,4.4625,106,4.06875,4.4625,4.4625
106,3.675,3.9375,4.4625,106,3.9375,4.4625,4.59375
106,3.675,3.9375,4.4625,107,4.06875,4.4625,4.4625
106,3.675,3.9375,4.4625,107,4.06875,4.4625,4.59375
107,3.675,3.9375,4.4625,107,3.9375,4.4625,4.4625
107,3.675,3.9375,4.4625,107,4.06875,4.4625,4.59375
107,3.675,3.9375,4.4625,107,3.9375,4.4625,4.4625
108,3.675,3.9375,4.4625,107,4.06875,4.4625,4.4625
108,3.675,3.9375,4.4625,108,3.9375,4.4625,4.59375
108,3.675,3.9375,4.4625,108,4.06875,4.4625,4.4625
108,3.675,3.9375,4.4625,108,3.9375,4.4625,4.59375
109,3.675,3.9375,4.4625,108,4.06875,4.4625,4.4625
109,3.675,3.9375,4.4625,108,3.9375,4.4625,4.59375
109,3.675,3.9375,4.4625,108,4.06875,4.4625,4.4625
109,3.675,3.9375,4.4625,108,3.9375,4.4625,4.59375
110,3.675,3.9375,4.4625,109,3.9375,4.4625,4.4625
110,3.675,3.9375,4.4625,109,4.06875,4.59375,4.59375
110,3.675,3.9375,4.4625,109,3.9375,4.4625,4.59375
110,3.675,3.9375,4.4625,109,4.06875,4.59375,4.4625
111,3.675,3.9375,4.4625,109,4.06875,4.59375,4.59375
111,3.675,3.9375,4.4625,109,3.9375,4.4625,4.4625
111,3.675,3.9375,4.4625,109,4.06875,4.4625,4.59375
111,3.675,3.9375,4.4625,109,3.9375,4.59375,4.4625
112,3.675,3.80625,4.4625,109,4.06875,4.4625,4.59375
112,3.675,3.9375,4.4625,110,3.9375,4.59375,4.4625
112,3.675,3.9375,4.4625,110,4.06875,4.4625,4.59375
113,3.675,3.9375,4.4625,110,3.9375,4.59375,4.59375
113,3.675,3.9375,4.4625,110,4.06875,4.4625,4.59375
113,3.675,3.9375,4.4625,110,3.9375,4.59375,4.59375
113,3.675,3.9375,4.4625,110,4.06875,4.4625,4.59375
114,3.675,3.9375,4.33125,110,3.9375,4.59375,4.4625
114,3.675,3.9375,4.4625,110,4.06875,4.4625,4.59375
114,3.675,3.9375,4.4625,111,3.9375,4.59375,4.59375
114,3.675,3.9375,4.4625,111,4.06875,4.4625,4.4625
115,3.675,4.06875,4.4625,111,3.9375,4.59375,4.59375
115,3.675,3.9375,4.4625,111,3.9375,4.59375,4.4625
115,3.675,3.9375,4.4625,111,3.9375,4.59375,4.59375
116,3.675,3.9375,4.4625,111,4.06875,4.4625,4.59375
116,3.675,4.06875,4.4625,112,3.9375,4.59375,4.59375
116,3.675,3.9375,4.4625,112,4.06875,4.4625,4.59375
116,3.675,3.9375,4.4625,112,3.9375,4.59375,4.59375
117,3.675,3.9375,4.4625,112,3.9375,4.4625,4.59375
117,3.675,3.9375,4.4625,113,3.9375,4.59375,4.4625
117,3.675,3.9375,4.4625,113,3.9375,4.4625,4.59375
118,3.675,3.9375,4.4625,113,4.06875,4.59375,4.4625
118,3.675,3.9375,4.4625,113,3.9375,4.4625,4.59375
118,3.675,3.80625,4.4625,113,4.06875,4.59375,4.4625
118,3.675,3.9375,4.4625,114,3.9375,4.59375,4.4625
119,3.675,3.9375,4.4625,114,3.9375,4.59375,4.4625
119,3.675,3.9375,4.4625,114,4.06875,4.59375,4.4625
119,3.675,3.9375,4.4625,114,3.9375,4.4625,4.59375
119,3.675,3.9375,4.4625,115,3.9375,4.59375,4.59375
119,3.675,3.9375,4.4625,115,3.9375,4.4625,4.4625
120,3.675,3.9375,4.4625,115,4.06875,4.59375,4.59375
120,3.675,3.9375,4.4625,115,3.9375,4.59375,4.4625
120,3.80625,3.9375,4.4625,116,4.06875,4.59375,4.59375
120,3.675,4.06875,4.4625,116,3.9375,4.4625,4.59375
121,3.675,3.9375,4.4625,116,4.06875,4.59375,4.4625
121,3.675,3.9375,4.4625,116,3.9375,4.59375,4.59375
121,3.675,3.9375,4.4625,116,4.06875,4.59375,4.59375
121,3.675,3.9375,4.4625,116,3.9375,4.59375,4.4625
122,3.675,3.9375,4.4625,116,4.06875,4.59375,4.59375
122,3.80625,3.9375,4.4625,116,4.06875,4.59375,4.4625
122,3.675,3.80625,4.4625,117,3.9375,4.59375,4.59375
122,3.80625,3.9375,4.4625,117,4.06875,4.59375,4.59375
122,3.675,3.9375,4.4625,117,3.9375,4.4625,4.4625
123,3.80625,3.9375,4.4625,117,4.06875,4.59375,4.59375
123,3.675,3.9375,4.4625,117,3.9375,4.4625,4.4625
123,3.80625,3.9375,4.4625,117,4.06875,4.59375,4.59375
123,3.675,3.9375,4.4625,118,3.9375,4.59375,4.4625
123,3.80625,3.9375,4.4625,118,4.06875,4.59375,4.59375
124,3.80625,3.9375,4.4625,118,3.9375,4.4625,4.4625
124,3.675,3.9375,4.4625,118,4.06875,4.59375,4.59375
124,3.80625,3.9375,4.4625,118,4.06875,4.59375,4.59375
124,3.675,3.9375,4.4625,119,3.9375,4.59375,4.59375
124,3.80625,4.06875,4.4625,119,4.06875,4.59375,4.4625
124,3.80625,3.9375,4.4625,119,3.9375,4.59375,4.4625
125,3.675,3.9375,4.4625,119,4.06875,4.59375,4.59375
125,3.80625,3.9375,4.4625,119,3.9375,4.59375,4.59375
125,3.80625,4.06875,4.4625,119,3.9375,4.59375,4.4625
125,3.80625,3.9375,4.4625,119,4.06875,4.59375,4.59375
125,3.80625,4.06875,4.4625,119,4.06875,4.59375,4.59375
126,3.80625,3.9375,4.4625,120,4.06875,4.59375,4.4625
126,3.80625,3.9375,4.4625,120,4.06875,4.59375,4.59375
126,3.80625,3.9375,4.4625,120,4.06875,4.59375,4.59375
126,3.80625,4.06875,4.4625,121,4.06875,4.59375,4.59375
127,3.80625,3.9375,4.4625,121,3.9375,4.59375,4.59375
127,3.80625,3.9375,4.4625,121,4.06875,4.59375,4.59375
127,3.80625,4.06875,4.4625,121,4.06875,4.59375,4.59375
127,3.80625,3.9375,4.4625,121,4.06875,4.59375,4.59375
128,3.80625,3.9375,4.4625,122,4.06875,4.59375,4.59375
128,3.80625,4.06875,4.4625,122,4.06875,4.59375,4.59375
128,3.80625,3.9375,4.4625,122,4.06875,4.59375,4.59375
129,3.80625,4.06875,4.4625,122,3.9375,4.59375,4.4625
129,3.80625,4.06875,4.4625,123,3.9375,4.4625,4.59375
129,3.80625,3.9375,4.4625,123,4.06875,4.59375,4.59375
129,3.80625,3.9375,4.4625,123,4.06875,4.59375,4.4625
130,3.80625,3.9375,4.4625,123,3.9375,4.59375,4.59375
130,3.80625,3.9375,4.4625,123,4.06875,4.59375,4.4625
130,3.80625,4.06875,4.4625,123,3.9375,4.59375,4.59375
130,3.80625,3.9375,4.4625,123,4.06875,4.59375,4.59375
131,3.80625,4.06875,4.4625,123,3.9375,4.59375,4.59375
131,3.80625,3.9375,4.4625,124,4.06875,4.59375,4.4625
131,3.80625,3.9375,4.4625,124,4.06875,4.59375,4.59375
131,3.80625,4.06875,4.4625,124,3.9375,4.59375,4.59375
132,3.80625,3.9375,4.4625,124,4.06875,4.59375,4.59375
132,3.80625,3.9375,4.4625,124,3.9375,4.59375,4.59375
132,3.80625,4.06875,4.4625,124,4.06875,4.59375,4.59375
133,3.80625,4.06875,4.4625,125,3.9375,4.59375,4.59375
133,3.80625,3.9375,4.4625,125,4.06875,4.59375,4.4625
133,3.80625,4.06875,4.4625,125,4.06875,4.59375,4.59375
133,3.80625,3.9375,4.4625,125,4.06875,4.59375,4.59375
134,3.80625,3.9375,4.4625,125,3.9375,4.59375,4.4625
134,3.80625,4.06875,4.4625,125,4.06875,4.725,4.59375
134,3.80625,3.9375,4.4625,125,4.06875,4.59375,4.4625
134,3.80625,3.9375,4.4625,126,4.06875,4.59375,4.59375
134,3.80625,3.9375,4.4625,126,4.06875,4.59375,4.59375
135,3.675,4.06875,4.4625,126,4.06875,4.59375,4.59375
135,3.80625,3.9375,4.4625,126,4.06875,4.725,4.59375
135,3.80625,4.06875,4.4625,127,4.06875,4.59375,4.59375
135,3.80625,3.9375,4.4625,127,4.06875,4.725,4.4625
136,3.80625,3.9375,4.4625,127,4.06875,4.59375,4.59375
136,3.80625,4.06875,4.4625,128,4.06875,4.59375,4.59375
136,3.80625,3.9375,4.4625,128,4.06875,4.59375,4.59375
136,3.80625,4.06875,4.4625,128,4.06875,4.59375,4.59375
137,3.80625,3.9375,4.4625,128,4.06875,4.59375,4.59375
137,3.80625,3.9375,4.4625,129,4.06875,4.725,4.59375
137,3.80625,4.06875,4.4625,129,4.06875,4.59375,4.59375
138,3.80625,3.9375,4.4625,129,4.06875,4.725,4.59375
138,3.80625,4.06875,4.4625,129,4.06875,4.725,4.59375
138,3.80625,3.9375,4.4625,130,4.06875,4.59375,4.59375
138,3.80625,4.06875,4.4625,130,4.06875,4.59375,4.59375
139,3.80625,3.9375,4.4625,130,4.06875,4.725,4.59375
139,3.80625,3.9375,4.4625,131,4.06875,4.59375,4.59375
139,3.80625,4.06875,4.4625,131,4.06875,4.725,4.59375
140,3.80625,3.9375,4.4625,131,4.06875,4.59375,4.59375
140,3.80625,4.06875,4.4625,131,4.06875,4.59375,4.59375
140,3.80625,3.9375,4.4625,132,4.06875,4.725,4.59375
140,3.80625,4.06875,4.4625,132,4.06875,4.59375,4.59375
141,3.80625,3.9375,4.4625,132,4.06875,4.725,4.59375
141,3.80625,4.06875,4.4625,132,4.06875,4.59375,4.59375
141,3.80625,3.9375,4.4625,132,4.06875,4.725,4.59375
141,3.80625,4.06875,4.4625,133,4.06875,4.59375,4.59375
142,3.80625,3.9375,4.4625,133,4.06875,4.725,4.59375
142,3.80625,4.06875,4.4625,133,4.06875,4.59375,4.59375
142,3.80625,4.06875,4.4625,133,4.06875,4.59375,4.59375
143,3.80625,3.9375,4.4625,134,4.06875,4.725,4.59375
143,3.80625,4.06875,4.4625,134,4.06875,4.59375,4.59375
143,3.80625,3.9375,4.4625,134,4.06875,4.725,4.59375
143,3.80625,4.06875,4.4625,135,4.06875,4.59375,4.59375
144,3.80625,3.9375,4.4625,135,3.9375,4.59375,4.59375
144,3.80625,4.06875,4.4625,135,4.06875,4.725,4.59375
144,3.80625,3.9375,4.4625,135,4.06875,4.59375,4.59375
145,3.80625,4.06875,4.4625,135,4.06875,4.59375,4.59375
145,3.80625,4.06875,4.4625,135,3.9375,4.725,4.59375
145,3.80625,4.06875,4.4625,135,4.06875,4.725,4.59375
145,3.80625,4.06875,4.4625,136,4.06875,4.59375,4.59375
145,3.80625,3.9375,4.4625,136,4.06875,4.59375,4.59375
146,3.80625,4.06875,4.4625,136,4.06875,4.725,4.59375
146,3.80625,4.06875,4.4625,136,4.06875,4.59375,4.59375
146,3.80625,3.9375,4.4625,137,4.06875,4.725,4.59375
147,3.80625,4.06875,4.4625,137,4.06875,4.59375,4.59375
147,3.80625,4.06875,4.4625,137,4.06875,4.59375,4.59375
147,3.80625,3.9375,4.4625,137,4.06875,4.725,4.59375
147,3.80625,4.06875,4.4625,138,4.06875,4.725,4.59375
148,3.80625,4.06875,4.4625,138,3.9375,4.59375,4.59375
148,3.80625,3.9375,4.4625,138,4.06875,4.725,4.59375
148,3.80625,4.06875,4.4625,138,4.06875,4.59375,4.59375
148,3.80625,3.9375,4.4625,138,4.06875,4.725,4.59375
148,3.80625,4.06875,4.4625,139,4.06875,4.725,4.59375
149,3.80625,4.06875,4.4625,139,4.06875,4.59375,4.59375
149,3.80625,3.9375,4.4625,139,4.06875,4.59375,4.59375
149,3.80625,4.06875,4.4625,140,4.06875,4.725,4.59375
150,3.80625,4.06875,4.4625,140,4.06875,4.59375,4.59375
150,3.80625,3.9375,4.4625,140,4.06875,4.725,4.59375
150,3.80625,4.06875,4.4625,140,3.9375,4.59375,4.59375
150,3.80625,4.06875,4.4625,140,4.06875,4.725,4.59375
151,3.80625,3.9375,4.4625,141,4.06875,4.59375,4.59375
151,3.80625,4.06875,4.4625,141,4.06875,4.59375,4.59375
151,3.80625,4.06875,4.4625,141,4.06875,4.725,4.59375
151,3.80625,3.9375,4.4625,141,4.06875,4.59375,4.59375
152,3.80625,4.06875,4.4625,142,4.06875,4.725,4.59375
152,3.80625,3.9375,4.4625,142,4.06875,4.59375,4.59375
152,3.80625,4.06875,4.4625,142,4.06875,4.725,4.59375
153,3.80625,3.9375,4.4625,143,4.06875,4.59375,4.59375
153,3.80625,4.06875,4.4625,143,4.06875,4.725,4.59375
153,3.80625,4.06875,4.4625,143,4.06875,4.725,4.59375
153,3.80625,3.9375,4.4625,143,4.06875,4.59375,4.59375
154,3.80625,4.06875,4.4625,144,4.06875,4.725,4.59375
154,3.80625,3.9375,4.4625,144,4.06875,4.59375,4.59375
154,3.80625,4.06875,4.4625,144,3.9375,4.725,4.59375
154,3.80625,4.06875,4.4625,144,4.06875,4.59375,4.59375
155,3.80625,4.06875,4.4625,144,4.06875,4.725,4.59375
155,3.80625,3.9375,4.4625,144,4.06875,4.59375,4.59375
155,3.80625,4.06875,4.4625,145,4.06875,4.725,4.59375
155,3.9375,4.06875,4.4625,145,4.06875,4.59375,4.59375
156,3.80625,3.9375,4.4625,145,3.9375,4.725,4.59375
156,3.80625,4.06875,4.4625,145,4.06875,4.59375,4.59375
156,3.80625,3.9375,4.4625,145,4.06875,4.59375,4.59375
156,3.80625,4.06875,4.4625,146,4.06875,4.59375,4.59375
157,3.80625,4.06875,4.4625,146,4.06875,4.725,4.59375
157,3.80625,4.06875,4.4625,146,4.06875,4.725,4.59375
157,3.80625,4.06875,4.4625,146,3.9375,4.59375,4.59375
157,3.80625,4.06875,4.4625,147,4.06875,4.725,4.59375
158,3.80625,4.06875,4.4625,147,4.06875,4.59375,4.59375
158,3.80625,4.06875,4.4625,147,3.9375,4.725,4.59375
158,3.80625,4.06875,4.4625,147,4.06875,4.59375,4.59375
158,3.80625,3.9375,4.4625,147,4.06875,4.725,4.59375
159,3.80625,4.06875,4.4625,148,3.9375,4.725,4.59375
159,3.80625,4.06875,4.4625,148,4.06875,4.725,4.59375
159,3.80625,4.06875,4.4625,148,4.06875,4.59375,4.59375
159,3.80625,4.06875,4.4625,148,4.06875,4.725,4.59375
160,3.80625,4.06875,4.4625,149,4.06875,4.59375,4.59375
160,3.80625,3.9375,4.4625,149,4.06875,4.725,4.59375
160,3.80625,4.06875,4.4625,149,4.06875,4.59375,4.59375
160,3.80625,3.9375,4.4625,149,4.06875,4.725,4.59375
161,3.80625,4.06875,4.4625,150,4.06875,4.59375,4.59375
161,3.80625,4.06875,4.4625,150,4.06875,4.725,4.59375
161,3.80625,4.06875,4.4625,150,4.06875,4.59375,4.59375
162,3.80625,4.06875,4.4625,150,4.06875,4.725,4.59375
162,3.80625,4.06875,4.4625,151,4.06875,4.725,4.59375
162,3.9375,4.06875,4.4625,151,4.06875,4.725,4.59375
162,3.80625,4.06875,4.4625,151,4.06875,4.725,4.59375
162,3.80625,4.06875,4.4625,151,4.06875,4.725,4.59375
162,3.80625,4.06875,4.4625,152,4.06875,4.725,4.59375
163,3.80625,3.9375,4.4625,152,4.06875,4.725,4.59375
163,3.80625,4.06875,4.4625,152,4.06875,4.725,4.59375
163,3.80625,4.06875,4.4625,153,4.06875,4.725,4.59375
164,3.80625,4.06875,4.4625,153,4.06875,4.725,4.59375
164,3.80625,4.06875,4.4625,153,4.06875,4.725,4.59375
,,,,153,4.06875,4.725,4.59375
,,,,154,4.06875,4.725,4.59375
,,,,154,4.06875,4.725,4.59375
,,,,154,4.06875,4.725,4.59375
,,,,155,4.06875,4.725,4.59375
,,,,155,4.06875,4.725,4.59375
,,,,155,4.06875,4.725,4.59375
,,,,155,4.06875,4.725,4.59375
,,,,156,4.06875,4.725,4.59375
,,,,156,4.06875,4.725,4.59375
,,,,156,4.06875,4.725,4.59375
,,,,156,4.06875,4.725,4.59375
,,,,157,4.06875,4.725,4.59375
,,,,157,4.06875,4.725,4.59375
,,,,157,4.06875,4.725,4.59375
,,,,158,4.06875,4.725,4.59375
,,,,158,4.06875,4.725,4.59375
,,,,158,4.06875,4.725,4.59375
,,,,158,4.06875,4.725,4.59375
,,,,159,4.06875,4.725,4.59375
,,,,159,4.06875,4.725,4.59375
,,,,159,4.06875,4.725,4.59375
,,,,159,4.06875,4.85625,4.59375
,,,,160,4.06875,4.725,4.59375
,,,,160,4.06875,4.725,4.59375
,,,,160,4.06875,4.725,4.59375
,,,,160,4.06875,4.725,4.59375
,,,,161,4.06875,4.725,4.59375
,,,,161,4.06875,4.725,4.725
,,,,161,4.06875,4.725,4.59375
,,,,162,4.06875,4.725,4.59375
,,,,162,4.06875,4.725,4.59375
,,,,162,4.06875,4.725,4.59375
,,,,162,4.06875,4.725,4.59375
,,,,163,4.06875,4.725,4.59375
,,,,163,4.06875,4.725,4.59375
,,,,163,4.06875,4.725,4.59375
,,,,163,4.06875,4.725,4.59375
,,,,164,4.06875,4.725,4.59375
,,,,164,4.06875,4.725,4.59375
,,,,164,4.06875,4.725,4.59375
,,,,165,4.06875,4.725,4.59375
,,,,165,4.06875,4.725,4.59375
,,,,165,4.06875,4.725,4.59375
,,,,165,4.06875,4.725,4.59375